brand,color,condition,contract,date,link,memory,mobOs,model,price,title
apple,,excellent,tmobile,2019-11-04 16:47,https://sfbay.craigslist.org/sfc/mob/d/san-francisco-iphone-6-16gb-metro-pcs/7004707890.html,16gb,apple iOS,iPhone 6 (16gb),$130,🍎iphone 6 (16gb)  🚥 metro pcs 🚥 t-mobile 🚥 ting
apple,gold,like new,unlocked,2019-11-04 12:36,https://losangeles.craigslist.org/wst/mob/d/venice-iphone-xs-gold-256-gb/6995270003.html,256 gb,apple iOS,iphone Xs,$800,iphone xs gold 256 gb
apple,gray,good,att,2019-11-04 16:49,https://sfbay.craigslist.org/scz/mob/d/santa-cruz-iphone-6s-plus-unlocked-64gb/7007866410.html,64gb,apple iOS,NKU62LL/A,$250,iphone 6s plus unlocked 64gb space grey
apple,,,unlocked,2019-11-04 16:55,https://sfbay.craigslist.org/eby/mob/d/walnut-creek-iphone-8-64gb-300-obo/7009126113.html,64gb,apple iOS,,$300,iphone 8 64gb $300 obo
samsung,,new,tmobile,2019-11-04 12:37,https://losangeles.craigslist.org/sfv/mob/d/north-hollywood-brand-new-samsung/7013522249.html,,android,,$160,brand new samsung galaxy a10 unlocked t-mobile metro pcs
none,blue,,tmobile,2019-11-04 17:03,https://sfbay.craigslist.org/sby/mob/d/san-jose-note-9-unlocked-great/7005903127.html,,android,,$450,note 9 unlocked great condition unlocked
huawei,,good,unlocked,2019-11-04 12:28,https://losangeles.craigslist.org/lac/mob/d/los-angeles-huawei-p9-lite/7013561574.html,,android,P9 Lite,$50,huawei p9 lite
apple,gray,,tmobile,2019-11-04 17:03,https://sfbay.craigslist.org/sby/mob/d/san-jose-apple-iphone-7-32gb-great/7005903377.html,32gb,apple iOS,,$225,apple iphone 7 32gb great condition
palm,gold,like new,verizon,2019-11-04 12:31,https://losangeles.craigslist.org/lac/mob/d/alhambra-palm-mobile-tiny-smartphone/7013576272.html,,apple iOS,,$200,palm mobile tiny smartphone for verizon
apple,black,like new,verizon,2019-11-04 12:40,https://losangeles.craigslist.org/sfv/mob/d/woodland-hills-iphone-xs-max-256gb/7011889326.html,256gb,apple iOS,Apple iPhone XS max,$1000,iphone xs max 256gb unlocked
apple,rose,excellent,unlocked,2019-11-04 12:47,https://losangeles.craigslist.org/lgb/mob/d/buena-park-iphone-7-plus-factory/7010234131.html,32gb,apple iOS,,$249,iphone 7 plus  factory unlocked
apple,rose,,unlocked,2019-11-04 12:48,https://losangeles.craigslist.org/lgb/mob/d/bellflower-iphone-8-screen/7005545451.html,,apple iOS,,$50,iphone 8 screen
apple,,,unlocked,2019-11-04 12:48,https://losangeles.craigslist.org/lgb/mob/d/bellflower-iphone-7-screen/7005545052.html,,apple iOS,,$50,iphone 7 screen
apple,,,unlocked,2019-11-04 12:48,https://losangeles.craigslist.org/lgb/mob/d/bellflower-iphone-7-screen/7000887766.html,,apple iOS,,$50,iphone 7 screen
apple,gray,new,verizon,2019-11-04 12:48,https://losangeles.craigslist.org/sgv/mob/d/san-gabriel-iphone-11-pro-space-grey/7013559314.html,64gb,apple iOS,,$780,iphone 11 pro space grey
apple,black,,verizon,2019-11-04 13:03,https://losangeles.craigslist.org/sfv/mob/d/sylmar-phone-7-plus/7001545828.html,256gb,apple iOS,,$340,i phone 7 plus
apple,,,unlocked,2019-11-04 13:09,https://losangeles.craigslist.org/wst/mob/d/gardena-iphone-6-plus-16gb-4013/7010253765.html,16gb,apple iOS,,$39,iphone 6 plus 16gb (4013)
samsung,rose,excellent,unlocked,2019-11-04 13:13,https://losangeles.craigslist.org/sgv/mob/d/rosemead-samsung-galaxy-s8-plus-64gb/7013514214.html,64gb,android,,$279,samsung galaxy s8 plus 64gb  unlocked for any carrier
apple,black,good,unlocked,2019-11-04 13:20,https://losangeles.craigslist.org/sfv/mob/d/north-hollywood-iphone-7-32gb-black/7013618905.html,32gb,apple iOS,iPhone 7 32GB,$100,iphone 7 32gb black
apple,black,excellent,att,2019-11-04 13:22,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-gb-att-att-black/7013619898.html,256 gb,apple iOS,iPhone 7,$200,iphone 7 256 gb at&t att - black - excellent condition
apple,,excellent,unlocked,2019-11-04 13:23,https://losangeles.craigslist.org/wst/mob/d/torrance-iphone-xs-64gb-unlocked/7013620777.html,64gb,apple iOS,,$500,iphone xs 64gb unlocked
apple,black,,unlocked,2019-11-04 13:48,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-iphone-gb/7013641150.html,16gb,apple iOS,,$50,iphone 4 - 16gb
apple,white,,unlocked,2019-11-04 13:50,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-iphone-gb/7013643083.html,16gb,apple iOS,,$95,iphone 5 - 16gb
apple,white,,unlocked,2019-11-04 13:53,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-iphone-gb/7013645583.html,16gb,apple iOS,,$40,iphone 3 - 16gb
apple,red,,unlocked,2019-11-04 13:54,https://losangeles.craigslist.org/sfv/mob/d/studio-city-256gb-iphone-8-red-unlocked/7013645344.html,256gb,apple iOS,,$380,256gb iphone 8 red unlocked
apple,red,like new,unlocked,2019-11-04 13:54,https://losangeles.craigslist.org/sfv/mob/d/chatsworth-iphone-7-plus-unlocked/7013646000.html,,apple iOS,iPhone 7 plus,$350,iphone 7 plus unlocked
apple,,,unlocked,2019-11-04 13:56,https://losangeles.craigslist.org/wst/mob/d/beverly-hills-lg-k8-16gb/7013647465.html,16gb,apple iOS,,$60,lg k8 16gb
samsung,,,verizon,2019-11-04 13:17,https://losangeles.craigslist.org/wst/mob/d/gardena-samsung-galaxy-s8-64-gb/7013615599.html,64 gb,android,,$160,samsung galaxy s8 64 gb
apple,,new,unlocked,2019-11-04 14:14,https://losangeles.craigslist.org/lgb/mob/d/norwalk-iphone-glass-replacment/7011654897.html,,apple iOS,iphone,$90,iphone x  glass replacment
apple,black,like new,unlocked,2019-11-04 14:03,https://losangeles.craigslist.org/lgb/mob/d/long-beach-iphone-8-plus/7007764343.html,,apple iOS,8 plus,$550,iphone 8 plus
google,,like new,unlocked,2019-11-04 14:12,https://losangeles.craigslist.org/sgv/mob/d/san-gabriel-pixel-xl-phone-by-google-32/7013660699.html,32 gb,android,Pixel,$185,pixel xl phone by google 32 gb
apple,,new,unlocked,2019-11-04 14:14,https://losangeles.craigslist.org/lgb/mob/d/norwalk-iphone-glass-replacment/7011743055.html,,apple iOS,iphone,$90,iphone x  glass replacment
apple,,new,unlocked,2019-11-04 14:14,https://losangeles.craigslist.org/lgb/mob/d/norwalk-reemplazo-de-vidrio-en-un/6994855129.html,,apple iOS,,$52,reemplazo de vidrio en un iphone 7 plus
apple,,new,unlocked,2019-11-04 14:14,https://losangeles.craigslist.org/lgb/mob/d/norwalk-reemplazo-de-vidrio-en-un/7007238661.html,,apple iOS,,$38,reemplazo de vidrio en un iphone 6
none,,,att,2019-11-04 14:15,https://losangeles.craigslist.org/sfv/mob/d/sherman-oaks-yagi-cellular-base-station/7005236676.html,,other,,$300,yagi  cellular  base station hi-gain antenna
apple,,like new,unlocked,2019-11-04 14:29,https://losangeles.craigslist.org/lac/mob/d/los-angeles-iphone-7-unlocked/7013645328.html,32gb,apple iOS,,$239,iphone 7 unlocked
apple,gold,excellent,unlocked,2019-11-04 14:30,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-6-gold-16-gb/7011470231.html,16 gb,apple iOS,iPhone 6 16GB,$110,iphone 6 gold 16 gb - unlocked - no sim
apple,,new,unlocked,2019-11-04 14:30,https://losangeles.craigslist.org/lgb/mob/d/norwalk-reemplazo-de-vidrio-iphone-8/7010517051.html,,apple iOS,,$42,reemplazo de vidrio iphone 8
apple,,new,unlocked,2019-11-04 14:30,https://losangeles.craigslist.org/lgb/mob/d/norwalk-iphone-glass-replacment/7007237028.html,,apple iOS,iphone,$85,iphone x  glass replacment
apple,,new,unlocked,2019-11-04 14:30,https://losangeles.craigslist.org/lgb/mob/d/norwalk-reemplazo-de-vidrio-en-un/7010516606.html,,apple iOS,,$52,reemplazo de vidrio en un iphone 7 plus
apple,,new,unlocked,2019-11-04 14:30,https://losangeles.craigslist.org/lgb/mob/d/norwalk-iphone-glass-replacment/7010515532.html,,apple iOS,iphone,$90,iphone x  glass replacment
apple,,new,unlocked,2019-11-04 14:36,https://losangeles.craigslist.org/lgb/mob/d/norwalk-reemplazo-de-vidrio-en-un/7011655533.html,,apple iOS,,$52,reemplazo de vidrio en un iphone 7 plus
apple,,new,unlocked,2019-11-04 14:36,https://losangeles.craigslist.org/lgb/mob/d/norwalk-iphone-glass-replacment/7007238298.html,,apple iOS,iphone,$85,iphone x  glass replacment
apple,black,like new,unlocked,2019-11-04 14:42,https://losangeles.craigslist.org/wst/mob/d/los-angeles-iphone-gb-black-unlocked/7013683748.html,128 gb,apple iOS,,$250,iphone 7 128 gb black unlocked
apple,,like new,unlocked,2019-11-04 14:47,https://losangeles.craigslist.org/lac/mob/d/los-angeles-iphone-6-plus-unlocked/7013624900.html,32gb,apple iOS,,$199,iphone 6 plus unlocked special sale 32gb
apple,,excellent,tmobile,2019-11-04 14:47,https://losangeles.craigslist.org/lgb/mob/d/long-beach-iphone-7-32gb-gsm-unlocked/7009571764.html,32gb,apple iOS,,$220,iphone 7 32gb gsm unlocked t-mobile metro att cricket and able to use
apple,white,new,att,2019-11-04 14:38,https://losangeles.craigslist.org/lac/mob/d/los-angeles-brand-new-apple-iphone-xs/7013663602.html,256gb,apple iOS,Iphone XS 256 GB - White Silver,$840,brand new apple iphone xs 256gb 256 gb silver white w/ applecare+
none,,like new,unlocked,2019-11-04 14:48,https://losangeles.craigslist.org/sfv/mob/d/valencia-like-new-motoe-5-plus-32gb/7013643930.html,32gb,android,,$175,like new motoe 5 plus 32gb
samsung,,excellent,sprint,2019-11-04 14:48,https://losangeles.craigslist.org/sgv/mob/d/read-titlegalaxy-7-sprint-google-lok/7003149615.html,,android,,$80,read title!!!!galaxy s 7 sprint google lok firm serious only
apple,,new,att,2019-11-04 14:59,https://losangeles.craigslist.org/sfv/mob/d/iphone-8-64gb/7010434231.html,64gb,apple iOS,IPhone 8,$375,iphone 8 64gb
apple,,good,att,2019-11-04 15:05,https://losangeles.craigslist.org/lac/mob/d/los-angeles-apple-iphone-7-6-5s-4s-all/7004274337.html,256gb,apple iOS,,$40,"**apple iphone 7, 6, 5s, 4s all working no locks***"
apple,,good,att,2019-11-04 15:05,https://losangeles.craigslist.org/lgb/mob/d/downey-apple-iphone-7-6-5s-4s-all/7004273777.html,256gb,apple iOS,,$40,"**apple iphone 7, 6, 5s, 4s all working no locks***"
apple,,fair,unlocked,2019-11-04 15:07,https://losangeles.craigslist.org/sfv/mob/d/panorama-city-iphone-7/7013701600.html,,apple iOS,7,$35,iphone 7
none,,,tmobile,2019-11-04 15:08,https://losangeles.craigslist.org/lgb/mob/d/lakewood-unlocked-zte-blade/6998316026.html,2 gb,android,,$179,unlocked zte blade
apple,,like new,unlocked,2019-11-04 14:57,https://losangeles.craigslist.org/lac/mob/d/los-angeles-iphone-6-unlocked/7013644629.html,16gb,apple iOS,,$129,iphone 6 unlocked
apple,,,tmobile,2019-11-04 11:32,https://orangecounty.craigslist.org/mob/d/verizon-gsm-unlocked-iphone-7-32gb/7013484546.html,32gb,apple iOS,,$195,verizon + gsm unlocked  iphone 7 32gb
apple,gray,excellent,unlocked,2019-11-04 11:33,https://orangecounty.craigslist.org/mob/d/mission-viejo-unlocked-iphone-8-plus/7001268141.html,64gb,apple iOS,iPhone 8 Plus,$400,unlocked iphone 8 plus black space gray 64gb great conditon
none,,good,tmobile,2019-11-04 15:09,https://losangeles.craigslist.org/lgb/mob/d/lakewood-unlocked-lg-q7-plus/6998273192.html,64 gb,android,,$160,unlocked lg q7 plus
none,,fair,tmobile,2019-11-04 15:09,https://losangeles.craigslist.org/lgb/mob/d/lakewood-unlocked-lg-q7-fair-condition/6998289592.html,64 gb,android,,$140,unlocked lg q7+ fair condition.
apple,black,,att,2019-11-04 15:13,https://losangeles.craigslist.org/sfv/mob/d/pasadena-iphone-8-plus-black-256gb/7007234598.html,256gb,apple iOS,iPhone 8 Plus,$250,iphone 8 plus - black - 256gb (locked to at&t)
apple,gray,,unlocked,2019-11-04 15:15,https://losangeles.craigslist.org/sfv/mob/d/north-hollywood-iphone-8-plus-space/7004834927.html,64gb,apple iOS,,$550,iphone 8 plus space grey 64gb unlocked
apple,,,tmobile,2019-11-04 11:57,https://orangecounty.craigslist.org/mob/d/iphone-6-16gb-verizon-and-gsm-unlocked/7013482650.html,16gb,apple iOS,,$99,iphone 6 16gb verizon and gsm unlocked good condtion
samsung,,,unlocked,2019-11-04 12:00,https://orangecounty.craigslist.org/mob/d/santa-ana-vendo-un-galaxy-s10-esta-en/7013489662.html,,android,,$350,vendo un galaxy s10 esta en muy buenas condiciones
apple,,like new,tmobile,2019-11-04 15:21,https://losangeles.craigslist.org/wst/mob/d/compton-apple-iphone-7-with-32gb-obo/7013706849.html,32gb,apple iOS,MNAF2LL/A,$220,apple iphone 7 with 32gb obo
none,,,verizon,2019-11-04 15:23,https://losangeles.craigslist.org/lac/mob/d/los-angeles-kyocera-duraxv-lte-e4610/7003007408.html,,android,,$100,kyocera duraxv lte e4610 verizon wireless rugged waterproof flip phone
apple,white,excellent,sprint,2019-11-04 15:27,https://losangeles.craigslist.org/sfv/mob/d/glendale-iphone-6s-64-gb-white-with/7006870353.html,64 gb,apple iOS,iPhone 6S,$325,iphone 6s 64 gb white with silver
apple,,excellent,att,2019-11-04 15:28,https://losangeles.craigslist.org/sgv/mob/d/apple-iphone-6s-128-gb/7010351333.html,128 gb,apple iOS,,$275,"apple iphone 6s, 128 gb"
apple,,,unlocked,2019-11-04 12:02,https://orangecounty.craigslist.org/mob/d/tustin-iphone-5/7007780717.html,,apple iOS,,$75,iphone 5
samsung,blue,,att,2019-11-04 11:52,https://orangecounty.craigslist.org/mob/d/anaheim-samsung-galaxy-note-9-like-new/7013540800.html,128gb,android,,$550,samsung galaxy note 9 like new unlocked
apple,,,tmobile,2019-11-04 12:14,https://orangecounty.craigslist.org/mob/d/iphone-6-64gb-verizon-and-gsm-unlocked/7013485202.html,64gb,apple iOS,,$129,iphone 6 64gb verizon and gsm unlocked good condtion
apple,silver,excellent,unlocked,2019-11-04 15:31,https://losangeles.craigslist.org/lac/mob/d/los-angeles-works-properly-iphone-256/7013665169.html,256 gb,apple iOS,,$400,works properly iphone x 256 gb silver no icloud signed like new
none,black,,att,2019-11-04 15:34,https://losangeles.craigslist.org/sfv/mob/d/van-nuys-iphone-xr-64gb-att/7013671526.html,64gb,android,,$425,iphone xr 64gb att
apple,red,,verizon,2019-11-04 12:23,https://orangecounty.craigslist.org/mob/d/anaheim-new-sealed-iphone-11-64gb-red/7013537473.html,64gb,apple iOS,,$640,new sealed iphone 11 64gb red verizon
samsung galaxy,,,verizon,2019-10-05 08:41,https://palmsprings.craigslist.org/mob/d/indio-samsung-galaxy-s9/6993225786.html,,android,S9+,$450,samsung galaxy s9+
apple,gray,,unlocked,2019-10-02 01:36,https://palmsprings.craigslist.org/mob/d/palm-springs-iphone-7-plus-256-go/6990896873.html,,apple iOS,,$400,iphone 7 plus 256 go unlocked
lg,red,like new,tmobile,2019-10-08 11:30,https://palmsprings.craigslist.org/mob/d/indio-lg-stylo-4-boost-mobile/6995354652.html,,android,Stylo 4,$100,lg stylo 4 boost mobile
samsung,red,like new,verizon,2019-10-06 18:41,https://palmsprings.craigslist.org/mob/d/la-quinta-samsung-scs-2u01-wireless/6994198911.html,,android,SCS-2U01,$70,samsung scs-2u01 wireless network extender
samsung,,,unlocked,2019-10-05 18:21,https://palmsprings.craigslist.org/mob/d/joshua-tree-s10-128gb-unlocked/6993631075.html,128gb,android,s10+,$700,s10+ 128gb unlocked
apple,gray,excellent,unlocked,2019-10-04 22:05,https://palmsprings.craigslist.org/mob/d/cathedral-city-iphone-256gb/6993040867.html,256gb,apple iOS,iPhone X 256gb,$650,iphone x 256gb
apple,gray,,unlocked,2019-10-02 01:31,https://palmsprings.craigslist.org/mob/d/palm-springs-iphone-256go-unlocked/6990896514.html,,apple iOS,X,$800,iphone x 256go unlocked
motorola,,new,unlocked,2019-10-08 22:16,https://palmsprings.craigslist.org/mob/d/indian-wells-moto-e6-brand-new-in-box/6995715698.html,,android,Moto E6,$50,moto e6 brand new in box metro pcs
apple,,like new,att,2019-10-08 17:51,https://palmsprings.craigslist.org/mob/d/indio-iphone-att-perfect-apple-care/6995629056.html,,apple iOS,X,$600,iphone x - at&t - perfect w/ apple care+
apple,,like new,unlocked,2019-10-06 15:58,https://palmsprings.craigslist.org/mob/d/iphone-5-se/6994121063.html,,apple iOS,iphone 5 se,$150,iphone 5 se
samsung,,good,unlocked,2019-10-09 09:43,https://palmsprings.craigslist.org/mob/d/big-bear-lake-samsung-galaxy-s8-64gb/6995963683.html,64gb,android,Galaxy s8 plus,$210,samsung galaxy s8+ 64gb unlocked
lg,,new,unlocked,2019-10-06 18:34,https://palmsprings.craigslist.org/mob/d/la-quinta-lg-stylo-5-plus/6994196195.html,,android,Stylo 5,$175,lg stylo 5 plus
apple,,new,unlocked,2019-10-09 22:23,https://palmsprings.craigslist.org/mob/d/palm-springs-brand-new-iphone-11-pro/6996420380.html,,apple iOS,,$700,brand new iphone 11 pro max replica working unlocked
apple,,new,unlocked,2019-10-10 06:20,https://palmsprings.craigslist.org/mob/d/palm-desert-iphone-256-gigs-unlocked/6985278018.html,,apple iOS,,$550,"iphone x, 256 gigs unlocked"
apple,gold,,att,2019-10-10 12:09,https://palmsprings.craigslist.org/mob/d/palm-springs-iphone-xs-max-64-gb-gold/6992953130.html,64 gb,apple iOS,,$775,iphone xs max 64 gb gold unlocked
none,,new,tmobile,2019-10-11 16:34,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-brand-new-boost/6997721764.html,,android,,$190,brand-new boost mobile lg stylo 5
apple,black,excellent,unlocked,2019-10-11 14:22,https://palmsprings.craigslist.org/mob/d/indio-selling-my-iphone-xr-128gb-black/6986041116.html,128gb,apple iOS,,$475,selling my iphone xr 128gb  black
apple,,good,unlocked,2019-10-11 14:40,https://palmsprings.craigslist.org/mob/d/cathedral-city-iphone-se-32gb/6982199186.html,32gb,apple iOS,iPhone se,$80,iphone se 32gb
samsung,blue,new,unlocked,2019-11-04 18:47,https://washingtondc.craigslist.org/mld/mob/d/rockville-samsung-galaxy-s10-new/7011057426.html,128gb,other,Galaxy S10,$575,samsung galaxy s10 (new) unlocked
apple,black,new,verizon,2019-11-04 18:46,https://washingtondc.craigslist.org/doc/mob/d/falls-church-apple-iphone-xr-64gb-black/7009059007.html,64gb,apple iOS,iphone XR,$550,apple iphone xr 64gb black brand new (verizon)
samsung galaxy,,like new,unlocked,2019-11-04 18:14,https://washingtondc.craigslist.org/nva/mob/d/springfield-samsung-galaxy-s7-32gb/6996555136.html,32gb,android,s7,$190,samsung galaxy s7 (32gb) factory unlocked + 1 month warranty
samsung,,like new,tmobile,2019-11-04 18:16,https://washingtondc.craigslist.org/nva/mob/d/springfield-like-new-samsung-s6-32gb/7012235414.html,32gb,android,,$175,like new samsung s6  (32gb) - factory unlocked + 1 month warranty
samsung,,like new,unlocked,2019-11-04 18:15,https://washingtondc.craigslist.org/nva/mob/d/springfield-like-new-samsung-note-8-64gb/7005276892.html,64gb,android,note 8,$375,like new samsung note 8 (64gb)
samsung,red,new,tmobile,2019-11-04 18:32,https://washingtondc.craigslist.org/nva/mob/d/chantilly-samsung-galaxy-note-8-black/7013718172.html,64gb,android,Note 8,$540,samsung galaxy note 8 - black - 64gb
samsung,,like new,unlocked,2019-11-04 18:50,https://washingtondc.craigslist.org/nva/mob/d/alexandria-on-sale-samsung-galaxy-s9/6997716725.html,64gb,android,Galaxy s9 Plus,$495,on sale samsung galaxy s9 plus 64gb ready to go firm price
samsung,purple,like new,sprint,2019-11-04 18:40,https://washingtondc.craigslist.org/doc/mob/d/hyattsville-samsung-galaxy-s9-sprint/7010674604.html,64gb,android,,$400,samsung galaxy s9+ sprint smartphone 64gb - lilac purple
apple,,like new,unlocked,2019-11-04 18:50,https://washingtondc.craigslist.org/nva/mob/d/arlington-iphone-6-plus-16gb-unlocked/7001748329.html,16gb,apple iOS,iphone 6 Plus,$250,iphone 6 plus 16gb unlocked worldwide pick up only! like new
samsung,red,like new,verizon,2019-11-04 18:54,https://washingtondc.craigslist.org/nva/mob/d/centreville-verizon-galaxy-note-10-plus/7013720242.html,256gb,android,GALAXY NOTE 10+ 5G,$900,verizon galaxy note 10 plus 5g
samsung,purple,like new,sprint,2019-11-04 18:40,https://washingtondc.craigslist.org/doc/mob/d/hyattsville-samsung-galaxy-s9-sprint/7010689818.html,64gb,android,,$400,samsung galaxy s9+ sprint smartphone 64gb - lilac purple
samsung,red,new,att,2019-11-04 15:53,https://lasvegas.craigslist.org/mob/d/las-vegas-samsung-vintage-cell-phone/7002539580.html,,android,Samsung SCH-i730,$130,samsung vintage cell phone
apple,,,unlocked,2019-11-04 19:07,https://washingtondc.craigslist.org/nva/mob/d/falls-church-iphone-6-16gb-unlocked/7013740058.html,16gb,apple iOS,,$100,iphone 6 16gb unlocked good condition / warranted
apple,,excellent,unlocked,2019-11-04 17:13,https://lasvegas.craigslist.org/mob/d/las-vegas-uerfyuf-uiyrugk-udfhukv-kvjdf/7013720480.html,,apple iOS,,$800,uerfyuf uiyrugk udfhukv kvjdf ug  rguhfidgdkfjg
